zip,week_of_year,year,Number of patients
90804,33,2019,1
90805,1,2019,1
90805,7,2020,1
90805,8,2017,1
90806,9,2018,1
90807,4,2016,1
90807,8,2018,1
90807,10,2018,1
90807,38,2020,1
90807,46,2019,1
90807,46,2020,1
90807,48,2016,1
90808,2,2018,1
90808,29,2017,1
90808,50,2017,1
90810,51,2016,1
90814,3,2020,1
90815,43,2015,1
90815,49,2017,1
91001,19,2016,1
91007,6,2020,1
91007,45,2020,1
91011,40,2016,1
91040,1,2020,1
91104,12,2018,1
91105,16,2016,1
91106,19,2017,1
91107,49,2017,1
91204,42,2016,1
91304,12,2020,1
91304,43,2017,1
91304,47,2018,1
91306,10,2018,1
91306,15,2018,1
91306,47,2015,1
91307,3,2016,1
91316,51,2016,1
91320,44,2016,1
91324,43,2019,1
91331,6,2016,1
91331,7,2016,1
91331,8,2017,1
91331,31,2016,1
91331,44,2015,1
91335,1,2020,1
91335,42,2018,1
91342,9,2016,1
91342,12,2017,1
91351,45,2016,1
91351,46,2018,1
91351,52,2017,1
91362,5,2018,1
91367,18,2018,1
91384,26,2019,1
91390,48,2015,1
91405,45,2016,1
91406,16,2018,1
91423,4,2016,1
91423,8,2020,1
91423,51,2019,1
91423,52,2018,1
91501,51,2017,1
91602,37,2018,1
91605,4,2016,1
91605,7,2019,1
91605,8,2020,1
91605,44,2019,1
91605,45,2019,1
91606,1,2018,1
91701,5,2020,1
91702,6,2017,1
91702,15,2018,1
91709,4,2019,1
91709,8,2018,1
91709,10,2020,1
91709,15,2016,1
91709,17,2017,2
91709,45,2019,1
91709,49,2017,1
91709,50,2017,1
91710,44,2016,1
91710,50,2018,1
91723,19,2017,1
91724,9,2020,1
91724,10,2019,1
91724,51,2018,1
91730,3,2018,1
91730,15,2017,1
91730,52,2015,2
91732,13,2019,1
91732,50,2015,1
91733,11,2017,1
91737,3,2017,1
91737,11,2016,1
91739,51,2016,1
91746,10,2020,1
91750,3,2018,1
91750,3,2019,1
91750,30,2017,1
91762,47,2019,1
91764,17,2016,1
91766,23,2016,1
91768,3,2017,1
91768,6,2019,1
91768,9,2018,1
91768,52,2016,1
91773,43,2017,1
91776,42,2019,1
91786,12,2018,1
91789,4,2018,1
91789,25,2020,1
91801,12,2020,1
91801,39,2018,1
91901,1,2016,1
91901,1,2017,2
91901,1,2018,1
91901,1,2019,4
91901,1,2020,1
91901,2,2018,2
91901,2,2019,2
91901,2,2020,3
91901,3,2016,2
91901,3,2017,2
91901,3,2018,1
91901,3,2019,3
91901,3,2020,2
91901,4,2016,1
91901,4,2017,2
91901,4,2018,3
91901,4,2019,3
91901,4,2020,5
91901,5,2016,3
91901,5,2017,3
91901,5,2018,2
91901,5,2019,2
91901,5,2020,5
91901,6,2016,4
91901,6,2017,2
91901,6,2018,5
91901,6,2019,3
91901,6,2020,6
91901,7,2016,8
91901,7,2017,1
91901,7,2018,4
91901,7,2019,1
91901,7,2020,3
91901,8,2016,1
91901,8,2018,1
91901,8,2019,4
91901,8,2020,3
91901,9,2016,1
91901,9,2017,2
91901,9,2018,2
91901,9,2019,3
91901,9,2020,2
91901,10,2016,3
91901,10,2017,1
91901,10,2018,2
91901,10,2019,1
91901,10,2020,1
91901,11,2016,2
91901,11,2017,1
91901,11,2018,3
91901,11,2019,2
91901,11,2020,3
91901,12,2016,3
91901,12,2017,1
91901,12,2018,5
91901,12,2019,1
91901,12,2020,4
91901,13,2017,1
91901,13,2018,3
91901,13,2019,1
91901,14,2016,1
91901,14,2019,1
91901,15,2016,1
91901,15,2017,1
91901,15,2018,3
91901,15,2019,2
91901,16,2016,2
91901,16,2018,3
91901,16,2019,2
91901,16,2020,1
91901,17,2016,1
91901,17,2017,1
91901,17,2018,2
91901,17,2019,1
91901,18,2016,1
91901,18,2017,1
91901,19,2016,3
91901,19,2017,1
91901,19,2018,1
91901,19,2019,1
91901,20,2016,1
91901,20,2018,2
91901,20,2019,1
91901,21,2016,2
91901,21,2019,4
91901,22,2016,1
91901,22,2017,2
91901,22,2018,1
91901,22,2019,3
91901,23,2016,2
91901,23,2017,1
91901,23,2019,3
91901,24,2016,1
91901,25,2016,1
91901,25,2017,2
91901,25,2018,2
91901,25,2019,2
91901,26,2016,1
91901,27,2017,1
91901,27,2018,2
91901,27,2019,1
91901,28,2016,1
91901,28,2019,2
91901,29,2018,1
91901,30,2017,1
91901,31,2017,1
91901,32,2016,1
91901,32,2019,1
91901,33,2019,1
91901,35,2016,3
91901,35,2017,1
91901,35,2019,1
91901,36,2018,1
91901,36,2019,2
91901,37,2017,1
91901,37,2019,1
91901,37,2020,1
91901,38,2017,1
91901,39,2016,1
91901,39,2017,4
91901,40,2015,1
91901,40,2016,1
91901,40,2017,1
91901,40,2019,2
91901,41,2017,2
91901,41,2018,2
91901,41,2019,1
91901,41,2020,1
91901,42,2015,2
91901,42,2017,1
91901,42,2019,1
91901,43,2017,2
91901,44,2015,2
91901,44,2016,2
91901,44,2017,2
91901,44,2018,1
91901,44,2019,3
91901,45,2015,1
91901,45,2016,2
91901,45,2017,4
91901,45,2018,1
91901,46,2015,3
91901,46,2016,1
91901,46,2017,2
91901,46,2018,1
91901,46,2019,3
91901,47,2015,2
91901,47,2016,3
91901,47,2017,1
91901,47,2018,1
91901,47,2019,2
91901,48,2015,2
91901,48,2019,1
91901,49,2015,1
91901,49,2016,2
91901,49,2017,3
91901,49,2018,1
91901,49,2020,3
91901,50,2015,2
91901,50,2017,2
91901,50,2018,3
91901,50,2019,2
91901,51,2016,1
91901,51,2017,4
91901,51,2019,1
91901,52,2015,4
91901,52,2017,6
91901,52,2018,1
91901,52,2019,4
91901,53,2015,2
91901,53,2016,1
91902,1,2016,2
91902,1,2017,3
91902,1,2018,4
91902,1,2019,1
91902,1,2020,2
91902,2,2017,1
91902,2,2020,2
91902,3,2017,2
91902,3,2018,1
91902,3,2019,1
91902,3,2020,6
91902,4,2016,1
91902,4,2017,2
91902,4,2018,5
91902,4,2019,2
91902,4,2020,3
91902,5,2016,1
91902,5,2017,2
91902,5,2018,1
91902,5,2019,1
91902,5,2020,4
91902,6,2016,3
91902,6,2017,3
91902,6,2018,3
91902,6,2019,4
91902,6,2020,4
91902,7,2016,2
91902,7,2017,1
91902,7,2018,2
91902,7,2019,3
91902,7,2020,2
91902,8,2016,3
91902,8,2017,1
91902,8,2018,1
91902,8,2019,2
91902,8,2020,1
91902,9,2016,1
91902,9,2017,1
91902,9,2018,1
91902,9,2019,4
91902,10,2016,2
91902,10,2017,3
91902,10,2019,1
91902,10,2020,2
91902,11,2016,1
91902,11,2018,2
91902,11,2019,1
91902,12,2016,2
91902,12,2017,4
91902,12,2018,1
91902,12,2019,6
91902,12,2020,1
91902,13,2016,2
91902,13,2017,1
91902,13,2018,2
91902,13,2019,2
91902,13,2020,1
91902,14,2016,1
91902,14,2017,3
91902,14,2019,1
91902,15,2016,3
91902,15,2018,1
91902,15,2019,2
91902,15,2020,1
91902,16,2017,1
91902,17,2016,1
91902,17,2017,2
91902,17,2018,1
91902,17,2019,1
91902,18,2017,1
91902,18,2018,3
91902,18,2019,1
91902,19,2016,1
91902,19,2017,1
91902,20,2018,1
91902,20,2019,2
91902,21,2016,2
91902,21,2017,3
91902,21,2018,1
91902,21,2019,3
91902,22,2016,1
91902,22,2017,1
91902,22,2020,1
91902,23,2019,3
91902,24,2016,1
91902,25,2017,1
91902,25,2018,1
91902,26,2017,1
91902,26,2018,2
91902,27,2016,1
91902,27,2019,1
91902,27,2020,1
91902,28,2017,1
91902,28,2018,1
91902,28,2019,2
91902,29,2017,1
91902,30,2017,3
91902,31,2016,1
91902,31,2018,1
91902,31,2019,1
91902,32,2016,1
91902,32,2018,1
91902,32,2020,1
91902,33,2016,1
91902,33,2017,1
91902,33,2018,1
91902,34,2016,2
91902,35,2016,1
91902,35,2017,1
91902,35,2018,1
91902,35,2019,2
91902,36,2016,4
91902,36,2017,1
91902,36,2019,1
91902,37,2018,1
91902,38,2017,2
91902,38,2018,3
91902,38,2019,1
91902,39,2017,1
91902,39,2019,1
91902,40,2015,1
91902,40,2016,1
91902,40,2017,3
91902,40,2019,1
91902,41,2015,3
91902,41,2017,3
91902,41,2018,1
91902,41,2019,2
91902,42,2015,1
91902,42,2016,2
91902,42,2017,2
91902,42,2019,1
91902,43,2015,1
91902,43,2016,3
91902,43,2017,2
91902,43,2019,2
91902,44,2015,2
91902,44,2016,3
91902,44,2017,2
91902,44,2018,1
91902,44,2019,2
91902,45,2015,1
91902,45,2016,2
91902,45,2017,1
91902,45,2018,1
91902,45,2019,1
91902,46,2015,1
91902,46,2017,1
91902,47,2015,1
91902,47,2016,2
91902,47,2017,4
91902,47,2018,2
91902,47,2019,2
91902,48,2017,3
91902,48,2018,2
91902,48,2019,2
91902,48,2020,1
91902,49,2015,3
91902,49,2016,2
91902,49,2017,2
91902,49,2018,2
91902,49,2020,1
91902,50,2015,1
91902,50,2016,2
91902,50,2017,1
91902,50,2018,5
91902,50,2019,3
91902,51,2015,1
91902,51,2016,5
91902,51,2017,1
91902,51,2018,2
91902,51,2019,3
91902,52,2015,1
91902,52,2016,1
91902,52,2017,6
91902,52,2018,1
91902,53,2015,4
91902,53,2016,1
91903,1,2019,1
91903,2,2016,1
91903,3,2016,1
91903,4,2016,1
91903,4,2018,2
91903,6,2020,1
91903,8,2019,1
91903,10,2019,1
91903,11,2018,1
91903,17,2019,1
91903,33,2019,1
91903,36,2018,1
91903,36,2019,1
91903,40,2015,1
91903,41,2020,1
91903,46,2015,1
91903,46,2019,1
91903,50,2016,1
91903,51,2019,1
91903,52,2017,1
91903,53,2015,1
91905,1,2019,1
91905,2,2018,1
91905,3,2020,1
91905,4,2020,1
91905,5,2018,2
91905,5,2020,1
91905,7,2017,1
91905,8,2016,1
91905,11,2016,1
91905,12,2019,1
91905,13,2019,1
91905,15,2018,2
91905,16,2017,3
91905,20,2018,1
91905,21,2017,1
91905,21,2018,1
91905,25,2019,1
91905,27,2016,1
91905,31,2017,1
91905,33,2017,1
91905,35,2019,1
91905,36,2018,1
91905,38,2016,1
91905,39,2017,1
91905,44,2017,1
91905,45,2017,1
91905,46,2016,1
91905,46,2020,1
91905,47,2015,1
91905,47,2018,2
91905,48,2015,2
91905,48,2018,2
91905,48,2019,1
91905,49,2018,1
91905,51,2016,2
91905,52,2018,1
91906,1,2016,1
91906,1,2020,2
91906,2,2017,1
91906,2,2018,4
91906,2,2019,2
91906,3,2016,1
91906,3,2018,6
91906,3,2019,1
91906,3,2020,2
91906,4,2016,1
91906,4,2017,1
91906,4,2018,2
91906,4,2019,3
91906,4,2020,1
91906,5,2018,2
91906,5,2019,5
91906,6,2016,1
91906,6,2017,2
91906,6,2018,3
91906,6,2019,3
91906,6,2020,1
91906,7,2016,1
91906,7,2017,1
91906,7,2018,3
91906,7,2019,2
91906,7,2020,1
91906,8,2016,2
91906,8,2017,1
91906,8,2018,2
91906,8,2019,4
91906,9,2016,1
91906,9,2018,2
91906,9,2019,5
91906,9,2020,4
91906,10,2017,2
91906,10,2018,1
91906,10,2019,2
91906,10,2020,1
91906,11,2016,1
91906,11,2017,1
91906,11,2018,3
91906,11,2020,2
91906,12,2020,1
91906,13,2016,1
91906,13,2017,1
91906,14,2017,1
91906,15,2017,4
91906,15,2018,1
91906,16,2017,1
91906,16,2019,1
91906,17,2017,1
91906,17,2019,2
91906,18,2018,1
91906,19,2017,3
91906,19,2018,2
91906,19,2019,1
91906,19,2020,1
91906,20,2016,1
91906,20,2017,1
91906,20,2018,2
91906,20,2019,2
91906,21,2017,1
91906,21,2019,1
91906,22,2016,2
91906,22,2020,1
91906,23,2017,1
91906,24,2016,1
91906,24,2017,2
91906,24,2019,1
91906,25,2019,1
91906,26,2016,2
91906,26,2017,1
91906,26,2019,2
91906,27,2018,1
91906,27,2020,1
91906,28,2018,1
91906,29,2019,1
91906,30,2018,1
91906,32,2016,2
91906,33,2018,2
91906,34,2016,1
91906,34,2018,1
91906,34,2019,1
91906,35,2017,1
91906,35,2018,2
91906,35,2019,1
91906,36,2016,1
91906,36,2017,2
91906,36,2019,1
91906,37,2017,3
91906,37,2019,1
91906,38,2017,2
91906,38,2019,1
91906,38,2020,1
91906,39,2018,1
91906,40,2017,1
91906,40,2019,3
91906,41,2016,1
91906,41,2017,1
91906,41,2018,1
91906,41,2019,1
91906,41,2020,1
91906,42,2017,1
91906,42,2018,3
91906,43,2015,3
91906,43,2017,1
91906,43,2019,2
91906,44,2016,2
91906,44,2017,1
91906,44,2019,1
91906,45,2015,1
91906,45,2017,2
91906,45,2019,3
91906,46,2015,1
91906,46,2016,2
91906,46,2018,2
91906,47,2015,2
91906,47,2016,3
91906,47,2018,2
91906,47,2019,2
91906,48,2019,1
91906,49,2015,3
91906,49,2016,1
91906,49,2017,2
91906,50,2017,1
91906,50,2018,2
91906,50,2019,1
91906,51,2015,1
91906,51,2017,3
91906,51,2018,3
91906,51,2019,2
91906,52,2017,2
91906,52,2018,2
91908,6,2020,1
91908,8,2017,1
91908,9,2017,1
91908,30,2017,1
91908,35,2017,1
91908,39,2017,1
91908,46,2019,1
91908,49,2020,1
91909,11,2018,1
91909,26,2016,1
91909,32,2017,1
91910,1,2016,13
91910,1,2017,11
91910,1,2018,29
91910,1,2019,18
91910,1,2020,12
91910,2,2016,10
91910,2,2017,19
91910,2,2018,10
91910,2,2019,13
91910,2,2020,20
91910,3,2016,15
91910,3,2017,20
91910,3,2018,17
91910,3,2019,21
91910,3,2020,28
91910,4,2016,10
91910,4,2017,23
91910,4,2018,14
91910,4,2019,16
91910,4,2020,24
91910,5,2016,18
91910,5,2017,24
91910,5,2018,22
91910,5,2019,13
91910,5,2020,16
91910,6,2016,19
91910,6,2017,19
91910,6,2018,24
91910,6,2019,25
91910,6,2020,23
91910,7,2016,25
91910,7,2017,19
91910,7,2018,12
91910,7,2019,20
91910,7,2020,19
91910,8,2016,21
91910,8,2017,21
91910,8,2018,10
91910,8,2019,26
91910,8,2020,17
91910,9,2016,16
91910,9,2017,9
91910,9,2018,24
91910,9,2019,22
91910,9,2020,21
91910,10,2016,22
91910,10,2017,20
91910,10,2018,17
91910,10,2019,17
91910,10,2020,20
91910,11,2016,18
91910,11,2017,16
91910,11,2018,14
91910,11,2019,19
91910,11,2020,24
91910,12,2016,11
91910,12,2017,16
91910,12,2018,11
91910,12,2019,16
91910,12,2020,11
91910,13,2016,13
91910,13,2017,15
91910,13,2018,15
91910,13,2019,21
91910,13,2020,4
91910,14,2016,3
91910,14,2017,9
91910,14,2018,7
91910,14,2019,16
91910,14,2020,3
91910,15,2016,7
91910,15,2017,13
91910,15,2018,5
91910,15,2019,15
91910,15,2020,1
91910,16,2016,13
91910,16,2017,6
91910,16,2018,5
91910,16,2019,10
91910,16,2020,3
91910,17,2016,10
91910,17,2017,11
91910,17,2018,14
91910,17,2019,17
91910,18,2016,9
91910,18,2017,5
91910,18,2018,9
91910,18,2019,5
91910,19,2016,10
91910,19,2017,15
91910,19,2018,6
91910,19,2019,13
91910,19,2020,1
91910,20,2016,6
91910,20,2017,14
91910,20,2018,6
91910,20,2019,7
91910,20,2020,2
91910,21,2016,5
91910,21,2017,12
91910,21,2018,8
91910,21,2019,8
91910,21,2020,3
91910,22,2016,5
91910,22,2017,9
91910,22,2018,10
91910,22,2019,5
91910,22,2020,2
91910,23,2016,7
91910,23,2017,14
91910,23,2018,12
91910,23,2019,13
91910,23,2020,2
91910,24,2016,12
91910,24,2017,8
91910,24,2018,11
91910,24,2019,9
91910,25,2016,6
91910,25,2017,5
91910,25,2018,8
91910,25,2019,5
91910,26,2016,11
91910,26,2017,5
91910,26,2018,2
91910,26,2019,7
91910,26,2020,1
91910,27,2016,7
91910,27,2017,8
91910,27,2018,5
91910,27,2019,7
91910,28,2016,9
91910,28,2017,1
91910,28,2018,9
91910,28,2019,3
91910,28,2020,3
91910,29,2016,3
91910,29,2017,4
91910,29,2018,3
91910,29,2019,3
91910,29,2020,1
91910,30,2016,9
91910,30,2017,3
91910,30,2018,2
91910,30,2019,2
91910,31,2016,5
91910,31,2017,3
91910,31,2018,3
91910,31,2019,6
91910,31,2020,1
91910,32,2016,6
91910,32,2017,7
91910,32,2018,4
91910,32,2019,9
91910,33,2016,5
91910,33,2017,8
91910,33,2018,4
91910,33,2019,4
91910,33,2020,1
91910,34,2016,5
91910,34,2017,6
91910,34,2018,6
91910,34,2019,8
91910,34,2020,1
91910,35,2016,7
91910,35,2017,10
91910,35,2018,8
91910,35,2019,4
91910,35,2020,2
91910,36,2016,8
91910,36,2017,8
91910,36,2018,5
91910,36,2019,9
91910,36,2020,2
91910,37,2016,12
91910,37,2017,7
91910,37,2018,9
91910,37,2019,10
91910,37,2020,1
91910,38,2016,10
91910,38,2017,4
91910,38,2018,7
91910,38,2019,9
91910,38,2020,3
91910,39,2016,10
91910,39,2017,9
91910,39,2018,5
91910,39,2019,8
91910,39,2020,5
91910,40,2015,1
91910,40,2016,10
91910,40,2017,11
91910,40,2018,7
91910,40,2019,8
91910,40,2020,3
91910,41,2015,15
91910,41,2016,10
91910,41,2017,7
91910,41,2018,8
91910,41,2019,8
91910,41,2020,3
91910,42,2015,7
91910,42,2016,8
91910,42,2017,10
91910,42,2018,12
91910,42,2019,9
91910,43,2015,10
91910,43,2016,11
91910,43,2017,14
91910,43,2018,5
91910,43,2019,8
91910,44,2015,10
91910,44,2016,19
91910,44,2017,12
91910,44,2018,9
91910,44,2019,12
91910,44,2020,2
91910,45,2015,9
91910,45,2016,9
91910,45,2017,13
91910,45,2018,13
91910,45,2019,7
91910,45,2020,3
91910,46,2015,9
91910,46,2016,9
91910,46,2017,15
91910,46,2018,10
91910,46,2019,8
91910,46,2020,5
91910,47,2015,13
91910,47,2016,16
91910,47,2017,11
91910,47,2018,11
91910,47,2019,4
91910,47,2020,4
91910,48,2015,10
91910,48,2016,14
91910,48,2017,9
91910,48,2018,6
91910,48,2019,9
91910,48,2020,3
91910,49,2015,9
91910,49,2016,14
91910,49,2017,15
91910,49,2018,9
91910,49,2019,7
91910,49,2020,6
91910,50,2015,12
91910,50,2016,20
91910,50,2017,17
91910,50,2018,13
91910,50,2019,15
91910,51,2015,11
91910,51,2016,26
91910,51,2017,22
91910,51,2018,15
91910,51,2019,13
91910,52,2015,5
91910,52,2016,16
91910,52,2017,41
91910,52,2018,25
91910,52,2019,26
91910,53,2015,9
91910,53,2016,4
91911,1,2016,13
91911,1,2017,21
91911,1,2018,39
91911,1,2019,25
91911,1,2020,28
91911,2,2016,10
91911,2,2017,13
91911,2,2018,27
91911,2,2019,21
91911,2,2020,31
91911,3,2016,14
91911,3,2017,24
91911,3,2018,20
91911,3,2019,13
91911,3,2020,27
91911,4,2016,23
91911,4,2017,21
91911,4,2018,23
91911,4,2019,20
91911,4,2020,33
91911,5,2016,22
91911,5,2017,26
91911,5,2018,24
91911,5,2019,20
91911,5,2020,37
91911,6,2016,32
91911,6,2017,24
91911,6,2018,30
91911,6,2019,19
91911,6,2020,29
91911,7,2016,22
91911,7,2017,25
91911,7,2018,23
91911,7,2019,32
91911,7,2020,27
91911,8,2016,36
91911,8,2017,21
91911,8,2018,23
91911,8,2019,31
91911,8,2020,21
91911,9,2016,30
91911,9,2017,16
91911,9,2018,21
91911,9,2019,20
91911,9,2020,23
91911,10,2016,15
91911,10,2017,22
91911,10,2018,15
91911,10,2019,27
91911,10,2020,18
91911,11,2016,11
91911,11,2017,23
91911,11,2018,20
91911,11,2019,16
91911,11,2020,29
91911,12,2016,13
91911,12,2017,14
91911,12,2018,17
91911,12,2019,19
91911,12,2020,14
91911,13,2016,13
91911,13,2017,13
91911,13,2018,19
91911,13,2019,20
91911,13,2020,6
91911,14,2016,8
91911,14,2017,11
91911,14,2018,9
91911,14,2019,22
91911,14,2020,2
91911,15,2016,12
91911,15,2017,21
91911,15,2018,14
91911,15,2019,17
91911,15,2020,4
91911,16,2016,17
91911,16,2017,13
91911,16,2018,19
91911,16,2019,13
91911,16,2020,1
91911,17,2016,11
91911,17,2017,9
91911,17,2018,8
91911,17,2019,10
91911,17,2020,2
91911,18,2016,13
91911,18,2017,15
91911,18,2018,17
91911,18,2019,8
91911,18,2020,2
91911,19,2016,6
91911,19,2017,13
91911,19,2018,12
91911,19,2019,13
91911,19,2020,2
91911,20,2016,14
91911,20,2017,10
91911,20,2018,5
91911,20,2019,15
91911,20,2020,1
91911,21,2016,10
91911,21,2017,13
91911,21,2018,7
91911,21,2019,11
91911,21,2020,1
91911,22,2016,8
91911,22,2017,14
91911,22,2018,6
91911,22,2019,10
91911,22,2020,1
91911,23,2016,5
91911,23,2017,7
91911,23,2018,10
91911,23,2019,12
91911,23,2020,2
91911,24,2016,9
91911,24,2017,9
91911,24,2018,9
91911,24,2019,4
91911,24,2020,1
91911,25,2016,8
91911,25,2017,12
91911,25,2018,5
91911,25,2019,6
91911,25,2020,1
91911,26,2016,13
91911,26,2017,13
91911,26,2018,8
91911,26,2019,10
91911,26,2020,2
91911,27,2016,11
91911,27,2017,5
91911,27,2018,4
91911,27,2019,5
91911,27,2020,6
91911,28,2016,4
91911,28,2017,5
91911,28,2018,6
91911,28,2019,5
91911,28,2020,3
91911,29,2016,7
91911,29,2017,5
91911,29,2018,6
91911,29,2019,6
91911,29,2020,2
91911,30,2016,12
91911,30,2017,10
91911,30,2018,4
91911,30,2019,5
91911,31,2016,2
91911,31,2017,10
91911,31,2018,3
91911,31,2019,6
91911,31,2020,1
91911,32,2016,8
91911,32,2017,10
91911,32,2018,6
91911,32,2019,11
91911,32,2020,1
91911,33,2016,9
91911,33,2017,11
91911,33,2018,4
91911,33,2019,10
91911,33,2020,2
91911,34,2016,7
91911,34,2017,10
91911,34,2018,3
91911,34,2019,5
91911,34,2020,3
91911,35,2016,13
91911,35,2017,10
91911,35,2018,4
91911,35,2019,12
91911,35,2020,3
91911,36,2016,12
91911,36,2017,10
91911,36,2018,5
91911,36,2019,11
91911,36,2020,6
91911,37,2016,11
91911,37,2017,13
91911,37,2018,4
91911,37,2019,10
91911,37,2020,2
91911,38,2016,13
91911,38,2017,14
91911,38,2018,9
91911,38,2019,15
91911,38,2020,4
91911,39,2016,12
91911,39,2017,17
91911,39,2018,10
91911,39,2019,12
91911,39,2020,3
91911,40,2015,5
91911,40,2016,4
91911,40,2017,21
91911,40,2018,7
91911,40,2019,13
91911,40,2020,3
91911,41,2015,9
91911,41,2016,9
91911,41,2017,15
91911,41,2018,8
91911,41,2019,16
91911,41,2020,6
91911,42,2015,9
91911,42,2016,10
91911,42,2017,19
91911,42,2018,8
91911,42,2019,13
91911,42,2020,1
91911,43,2015,13
91911,43,2016,11
91911,43,2017,10
91911,43,2018,7
91911,43,2019,10
91911,43,2020,3
91911,44,2015,11
91911,44,2016,13
91911,44,2017,12
91911,44,2018,8
91911,44,2019,13
91911,44,2020,4
91911,45,2015,7
91911,45,2016,19
91911,45,2017,14
91911,45,2018,10
91911,45,2019,16
91911,45,2020,7
91911,46,2015,9
91911,46,2016,12
91911,46,2017,12
91911,46,2018,11
91911,46,2019,8
91911,46,2020,4
91911,47,2015,18
91911,47,2016,12
91911,47,2017,9
91911,47,2018,12
91911,47,2019,7
91911,47,2020,5
91911,48,2015,15
91911,48,2016,14
91911,48,2017,17
91911,48,2018,7
91911,48,2019,8
91911,48,2020,2
91911,49,2015,12
91911,49,2016,16
91911,49,2017,12
91911,49,2018,13
91911,49,2019,8
91911,49,2020,4
91911,50,2015,13
91911,50,2016,23
91911,50,2017,23
91911,50,2018,14
91911,50,2019,12
91911,51,2015,13
91911,51,2016,28
91911,51,2017,31
91911,51,2018,15
91911,51,2019,15
91911,52,2015,16
91911,52,2016,24
91911,52,2017,40
91911,52,2018,24
91911,52,2019,32
91911,53,2015,9
91911,53,2016,12
91912,4,2020,1
91912,5,2016,2
91912,5,2017,1
91912,5,2018,1
91912,6,2017,1
91912,6,2019,1
91912,7,2017,2
91912,8,2016,1
91912,10,2016,1
91912,11,2017,1
91912,11,2020,1
91912,13,2020,2
91912,14,2017,1
91912,25,2016,1
91912,36,2017,1
91912,38,2019,1
91912,40,2015,1
91912,40,2017,1
91912,41,2015,1
91912,42,2015,1
91912,42,2016,1
91912,43,2017,1
91912,44,2016,1
91912,46,2016,1
91912,47,2018,1
91912,49,2016,1
91912,50,2017,1
91912,50,2018,1
91912,52,2016,1
91913,1,2016,9
91913,1,2017,9
91913,1,2018,13
91913,1,2019,10
91913,1,2020,6
91913,2,2016,3
91913,2,2017,3
91913,2,2018,7
91913,2,2019,4
91913,2,2020,9
91913,3,2016,7
91913,3,2017,5
91913,3,2018,9
91913,3,2019,11
91913,3,2020,11
91913,4,2016,11
91913,4,2017,6
91913,4,2018,7
91913,4,2019,7
91913,4,2020,9
91913,5,2016,11
91913,5,2017,7
91913,5,2018,8
91913,5,2019,14
91913,5,2020,10
91913,6,2016,16
91913,6,2017,4
91913,6,2018,5
91913,6,2019,13
91913,6,2020,7
91913,7,2016,16
91913,7,2017,6
91913,7,2018,12
91913,7,2019,10
91913,7,2020,10
91913,8,2016,12
91913,8,2017,10
91913,8,2018,8
91913,8,2019,8
91913,8,2020,13
91913,9,2016,5
91913,9,2017,3
91913,9,2018,9
91913,9,2019,10
91913,9,2020,3
91913,10,2016,3
91913,10,2017,8
91913,10,2018,9
91913,10,2019,12
91913,10,2020,5
91913,11,2016,8
91913,11,2017,5
91913,11,2018,11
91913,11,2019,17
91913,11,2020,13
91913,12,2016,6
91913,12,2017,2
91913,12,2018,5
91913,12,2019,20
91913,12,2020,1
91913,13,2016,5
91913,13,2017,4
91913,13,2018,11
91913,13,2019,12
91913,13,2020,2
91913,14,2016,5
91913,14,2017,10
91913,14,2018,7
91913,14,2019,7
91913,14,2020,2
91913,15,2016,3
91913,15,2017,4
91913,15,2018,2
91913,15,2019,9
91913,15,2020,1
91913,16,2016,2
91913,16,2017,6
91913,16,2019,9
91913,17,2016,4
91913,17,2017,1
91913,17,2018,4
91913,17,2019,9
91913,18,2016,1
91913,18,2017,1
91913,18,2018,1
91913,18,2019,5
91913,18,2020,2
91913,19,2016,2
91913,19,2017,7
91913,19,2018,6
91913,19,2019,3
91913,19,2020,1
91913,20,2016,2
91913,20,2017,5
91913,20,2018,3
91913,20,2019,6
91913,20,2020,2
91913,21,2016,2
91913,21,2017,7
91913,21,2018,4
91913,21,2019,6
91913,21,2020,1
91913,22,2016,3
91913,22,2017,2
91913,22,2018,8
91913,22,2019,4
91913,23,2016,1
91913,23,2018,3
91913,23,2019,6
91913,24,2016,4
91913,24,2017,8
91913,24,2018,4
91913,24,2019,3
91913,24,2020,2
91913,25,2016,2
91913,25,2017,4
91913,25,2018,3
91913,25,2019,4
91913,25,2020,3
91913,26,2016,4
91913,26,2017,4
91913,26,2018,2
91913,26,2019,3
91913,26,2020,1
91913,27,2016,1
91913,27,2017,5
91913,27,2018,1
91913,27,2019,2
91913,28,2016,2
91913,28,2017,1
91913,28,2018,1
91913,28,2019,5
91913,28,2020,2
91913,29,2016,3
91913,29,2017,5
91913,29,2018,1
91913,30,2016,1
91913,30,2017,2
91913,30,2018,3
91913,30,2019,1
91913,30,2020,1
91913,31,2016,4
91913,31,2017,1
91913,31,2018,2
91913,31,2019,4
91913,31,2020,1
91913,32,2016,5
91913,32,2017,2
91913,32,2019,1
91913,32,2020,1
91913,33,2016,3
91913,33,2017,1
91913,33,2018,1
91913,33,2019,2
91913,34,2016,2
91913,34,2017,7
91913,34,2018,2
91913,34,2019,2
91913,34,2020,2
91913,35,2016,2
91913,35,2017,1
91913,35,2018,1
91913,35,2019,2
91913,36,2016,3
91913,36,2017,2
91913,36,2018,7
91913,36,2019,2
91913,36,2020,2
91913,37,2016,3
91913,37,2017,9
91913,37,2018,5
91913,37,2019,4
